name,wording,uid,voice,tags
name_banshee_v30,Daeva,3126,,
name_banshee_v31,Elle,3131,,
name_banshee_v32,Carlageddon,8400,,
name_banshee_v33,Gemspot,8405,,
name_fighter_turned_v1,Hugues de Payens,6908,,
name_fighter_turned_v2,Conen the Barber,6915,,
name_fighter_turned_v3,Wulfgar,6922,,
name_fighter_turned_v4,Godfrey of Saint-Omer,6929,,
name_fighter_turned_v5,Marthas Menethil,6936,,
name_fighter_turned_v6,Richard Lionhead,6943,,
name_fighter_turned_v7,Gregor Bigmountain,6950,,
name_fighter_turned_v8,Forthwind,6957,,
name_fighter_turned_v9,Lance the Lot,6964,,
name_fighter_turned_v10,Jaime Lannista,6971,,
name_fighter_turned_v11,Hemarc Ni-Sayer,6978,,
name_fighter_turned_v12,Anfroy Butcherkill,6985,,
name_fighter_turned_v13,Gemmes of Prodigy,6992,,
name_fighter_turned_v14,Heudebrand Insanehead,6999,,
name_fighter_turned_v15,Gilmyn Orphanmaker,7006,,
name_fighter_turned_v16,Oure Hungrybelly,7013,,
name_fighter_turned_v17,Davos Seaworse,7020,,
name_fighter_turned_v18,Peres the Colossus,7027,,
name_fighter_turned_v19,Jeronimus the Gentle,7034,,
name_fighter_turned_v20,Jorah Moremount,7041,,
name_goblin_v1,Kweexeek,80,,
name_goblin_v2,Greekimix,84,,
name_goblin_v3,Kiimnix,88,,
name_goblin_v4,Vishex,92,,
name_goblin_v5,Zageez,96,,
name_goblin_v6,Kwiivigle,100,,
name_goblin_v7,Riixiz,104,,
name_goblin_v8,Nixeet,108,,
name_goblin_v9,Jixkeen,112,,
name_goblin_v10,Mageez,116,,
name_goblin_v11,Ridlix,120,,
name_goblin_v12,Twixmix,124,,
name_goblin_v13,Bawix,128,,
name_goblin_v14,Maxzateen,132,,
name_goblin_v15,Soxeeka,136,,
name_goblin_v16,Gizeezil,140,,
name_goblin_v17,Fixklaax,144,,
name_goblin_v18,Kiiqsonx,148,,
name_goblin_v19,Kweeto,152,,
name_goblin_v20,Zeexriez,156,,
name_goblin_v21,Zeezer,160,,
name_goblin_v22,Dangix,164,,
name_goblin_v23,Baxibeet,168,,
name_goblin_v24,Wiizard,172,,
name_goblin_v25,Psfree,176,,
name_goblin_v26,Giinkix,180,,
name_goblin_v27,Magitolix,184,,
name_goblin_v28,Geegax,188,,
name_goblin_v29,Nonigeez,192,,
name_goblin_v30,Jixgraz,196,,
name_goblin_v31,Roxmex,200,,
name_goblin_v32,Rixaz,204,,
name_goblin_v33,Kazix,208,,
name_goblin_v34,Rixedixle,212,,
name_goblin_v35,Majaezteex,216,,
name_goblin_v36,Soxil,220,,
name_goblin_v37,Beeber,224,,
name_goblin_v38,Kazameex,228,,
name_goblin_v39,Soxeez,232,,
name_goblin_v40,Zixevez,236,,
name_goblin_v41,Liamniisen,239,,
name_goblin_v42,Kweexset,242,,
name_goblin_v43,Noxigeek,245,,
name_goblin_v44,Megageek,248,,
name_goblin_v45,Jayzee,251,,
name_goblin_v46,Knoxveel,254,,
name_goblin_v47,Baxexik,257,,
name_goblin_v48,Gordonleewix,260,,
name_goblin_v49,Kwixinkle,263,,
name_goblin_v50,Robdownee,266,,
name_goblin_v51,Pesfoureex,269,,
name_goblin_v52,Gizxonk,271,,
name_goblin_v53,Eexbox,8401,,
name_goblin_v54,Fifteecent,8403,,
name_goblin_v55,Tweetch,8407,,
name_goblin_v56,Eyegee En,8409,,
name_golem_v1,Death,3657,,
name_golem_v2,Tombstone,6901,,
name_golem_v3,Crumble,6902,,
name_gunner_turned_v1,Erizmuc Tinkermaster,6909,,
name_gunner_turned_v2,Thoznel Treasureseeker,6916,,
name_gunner_turned_v3,Bumet Turretmaster,6923,,
name_gunner_turned_v4,Kilgaek Greedymaster,6930,,
name_gunner_turned_v5,Firgoum Smellypants,6937,,
name_gunner_turned_v6,Handrat Lightbeard,6944,,
name_gunner_turned_v7,Fisatum Mithrilfoot,6951,,
name_gunner_turned_v8,Rurfuki Flintlock,6958,,
name_gunner_turned_v9,Nurasdreck Barbedcoat,6965,,
name_gunner_turned_v10,Sandrorlig Flintbelt,6972,,
name_gunner_turned_v11,Wedgroud Icebrew,6979,,
name_gunner_turned_v12,Umikaer Mugshot,6986,,
name_gunner_turned_v13,Mustolin Kegstone,6993,,
name_gunner_turned_v14,Jathet Silverale,7000,,
name_gunner_turned_v15,Kroznerlum Barbedhorn,7007,,
name_gunner_turned_v16,Thirmil Tinkerbelt,7014,,
name_gunner_turned_v17,Khusoc Kegmaster,7021,,
name_gunner_turned_v18,Tholan Kragflayer,7028,,
name_gunner_turned_v19,Kiddaen Kegjaw,7035,,
name_gunner_turned_v20,Grooldril Coingut,7042,,
name_imp_v1,Hep'Burn,827,,
name_imp_v2,Sal'Flam,831,,
name_imp_v3,Mulciber,835,,
name_imp_v4,Incedur,839,,
name_imp_v5,Flam'Ignis,843,,
name_imp_v6,Cal'Oris,847,,
name_imp_v7,Cauma'Ignis,851,,
name_imp_v8,Ignis'Ardor,855,,
name_imp_v9,Calor'Aestus,859,,
name_imp_v10,Ardor'Aestus,863,,
name_imp_v11,Flam'Icindere,867,,
name_imp_v12,Flam'Ingo,871,,
name_imp_v13,Ignis'Fatuu,875,,
name_imp_v14,Benicio'Delflam,879,,
name_imp_v15,Ben'Aflam,883,,
name_imp_v16,Flaming'Tatum,887,,
name_imp_v17,Chuck'ignis,891,,
name_imp_v18,Ignis'Macregor,894,,
name_imp_v19,Ignis'Macellen,898,,
name_imp_v20,Co'Burn,902,,
name_imp_v21,Mist'Burns,906,,
name_imp_v22,Hyguzal,909,,
name_imp_v23,Sladuelach,913,,
name_imp_v24,Ahygeboch,917,,
name_imp_v25,Torrus'Incensio,921,,
name_imp_v26,Purga'Torium,925,,
name_imp_v27,Flam'Abyss,929,,
name_imp_v28,Loca'Inferna,933,,
name_imp_v29,Ignis'Abyss,937,,
name_imp_v30,Sheer'Aned,8404,,
name_lich_v1,Polygoon,2979,,
name_lich_v2,Weathersky,2984,,
name_lich_v3,Lattantio,2989,,
name_lich_v4,Elmonster,2994,,
name_lich_v5,Khelbeen,2999,,
name_lich_v6,Ultimecio,3004,,
name_lich_v7,Proudmare,3009,,
name_lich_v8,Guldan,3014,,
name_lich_v9,Minox,3019,,
name_lich_v10,Weirdywonka,3024,,
name_lich_v11,Elso,3029,,
name_lich_v12,Agrarmemnon,3034,,
name_lich_v13,Jafaar,3039,,
name_lich_v14,Halliwell,3044,,
name_lich_v15,Spellman,3049,,
name_lich_v16,Catweazel,3054,,
name_lich_v17,Linoinverse,3059,,
name_lich_v18,Wizardmon,3064,,
name_lich_v19,Skelzam,3069,,
name_lich_v20,Necross,3074,,
name_lich_v21,Henrot,3079,,
name_lich_v22,Rotthen,3084,,
name_lich_v23,Akkaring,3089,,
name_lich_v24,Schmedrick,3094,,
name_lich_v25,Pog,3099,,
name_lich_v26,Bratchett,3104,,
name_lich_v27,Ranking,3109,,
name_lich_v28,Mandrake,3114,,
name_lich_v29,Plotter,3119,,
name_lich_v30,Weezley,3124,,
name_lich_v31,Dumbledork,3129,,
name_lich_v32,Fulldamort,3134,,
name_lich_v33,Badalf,3137,,
name_lich_v34,Scaruman,3140,,
name_lich_v35,RadaGhost,3143,,
name_lich_v36,XBone,4910,,
name_mage_turned_v1,Aleister,6910,,
name_mage_turned_v2,David Cooperfield,6917,,
name_mage_turned_v3,Vin the Mistborn,6924,,
name_mage_turned_v4,Rincewound,6931,,
name_mage_turned_v5,Pug,6938,,
name_mage_turned_v6,Raistlin,6945,,
name_mage_turned_v7,Fasim Arcanist,6952,,
name_mage_turned_v8,Agobin Hexblade,6959,,
name_mage_turned_v9,Uljahr Staff-User,6966,,
name_mage_turned_v10,Obzif Fumbling,6973,,
name_mage_turned_v11,Brorevras Bald,6980,,
name_mage_turned_v12,Cruxaynas Hat-Wearer,6987,,
name_mage_turned_v13,Doublegore,6994,,
name_mage_turned_v14,Grandhalf,7001,,
name_mage_turned_v15,Knenuxius Evil,7008,,
name_mage_turned_v16,Dumbbelldoor,7015,,
name_mage_turned_v17,Grumbledoor,7022,,
name_mage_turned_v18,Grandalf,7029,,
name_mage_turned_v19,Dr. Stain,7036,,
name_mage_turned_v20,Merleen,7043,,
name_naga_v1,Ash'Issa,82,,
name_naga_v2,Car'Essa,86,,
name_naga_v3,Shal'Rassa,90,,
name_naga_v4,Tel'Rassa,94,,
name_naga_v5,Dai'Issa,98,,
name_naga_v6,Der'Yssa,102,,
name_naga_v7,Nass'Rassa,106,,
name_naga_v8,Tal'Rassa,110,,
name_naga_v9,Lad'Gaga,114,,
name_naga_v10,Kat'Perryss,118,,
name_naga_v11,Ibis'Issis,122,,
name_naga_v12,Kardass'shian,126,,
name_naga_v13,Kany'Wess,130,,
name_naga_v14,Mil'Kuniss,134,,
name_naga_v15,Sel'Gomess,138,,
name_naga_v16,Mil'Cyruss,142,,
name_naga_v17,Am'Adamss,146,,
name_naga_v18,Ska'Jissa,150,,
name_naga_v19,Tai'Sswift,154,,
name_naga_v20,Cam'Diass,158,,
name_naga_v21,Lo'Pess,162,,
name_naga_v22,Vee'Dessa,166,,
name_naga_v23,Nyss'Irassi,170,,
name_naga_v24,Zar'landsso,174,,
name_naga_v25,Am'Asson,178,,
name_naga_v26,Nash'Rissa,182,,
name_naga_v27,El'tonissa,186,,
name_naga_v28,Kris'Ssluter,190,,
name_naga_v29,De'Niss,194,,
name_naga_v30,Sli'Massa,198,,
name_naga_v31,Sli'Theriin,202,,
name_naga_v32,Pyr'Issa,206,,
name_naga_v33,Sad'Huss,210,,
name_naga_v34,Issa'Veed,214,,
name_naga_v35,Ydriss'Salgor,218,,
name_naga_v36,Pan'Tessa,222,,
name_naga_v37,Bel'Krissten,226,,
name_naga_v38,Tal'Rasha,230,,
name_naga_v39,Nor'Dessa,234,,
name_naga_v40,Naga'Minaj,2243,,
name_naga_v41,Ssteam'Gaem,8408,,
name_ogre_v1,Kotaakuu,81,,
name_ogre_v2,Jarajalik,85,,
name_ogre_v3,Xukijedi,89,,
name_ogre_v4,Monahjen,93,,
name_ogre_v5,Junrhu,97,,
name_ogre_v6,Zubajin,101,,
name_ogre_v7,Jamaodah,105,,
name_ogre_v8,Hakaji,109,,
name_ogre_v9,Rusjabu,113,,
name_ogre_v10,Shakjabu,117,,
name_ogre_v11,Golanhjin,121,,
name_ogre_v12,Janzumbi,125,,
name_ogre_v13,Janumijo,129,,
name_ogre_v14,Kazjambu,133,,
name_ogre_v15,Rejahjen,137,,
name_ogre_v16,Kurenju,141,,
name_ogre_v17,Azinaj,145,,
name_ogre_v18,Rejieiki,149,,
name_ogre_v19,Jannanji,153,,
name_ogre_v20,Kaiojoru,157,,
name_ogre_v21,Shalaji,161,,
name_ogre_v22,Ugoaji,165,,
name_ogre_v23,Vuzejo,169,,
name_ogre_v24,Tzulazji,173,,
name_ogre_v25,Jalmo,177,,
name_ogre_v26,Janajin,181,,
name_ogre_v27,Jeslaji,185,,
name_ogre_v28,Ojin,189,,
name_ogre_v29,Kamonaji,193,,
name_ogre_v30,Ziljibu,197,,
name_ogre_v31,Jumakalai,201,,
name_ogre_v32,Jumanji,205,,
name_ogre_v33,Anjijoli,209,,
name_ogre_v34,Zoljagi,213,,
name_ogre_v35,Onujulabi,217,,
name_ogre_v36,Vunjien,221,,
name_ogre_v37,Kardajian,225,,
name_ogre_v38,Zenakijo,229,,
name_ogre_v39,Traznanjin,233,,
name_ogre_v40,Venodahji,237,,
name_ogre_v41,Rasjabu,240,,
name_ogre_v42,Zushayambi,243,,
name_ogre_v43,Shaitsumijo,246,,
name_ogre_v44,Zuyaljin,249,,
name_ogre_v45,Vunganjo,252,,
name_ogre_v46,Golazkoji,255,,
name_ogre_v47,Xunnanjima,258,,
name_ogre_v48,Qualaji,261,,
name_ogre_v49,Kojimaji,264,,
name_ogre_v50,Takeji,267,,
name_orc_v1,Krognak,79,,
name_orc_v2,Shakh,83,,
name_orc_v3,Ulak,87,,
name_orc_v4,Orghak,91,,
name_orc_v5,Magduk,95,,
name_orc_v6,Vlorg,99,,
name_orc_v7,Vargak,103,,
name_orc_v8,Nodagok,107,,
name_orc_v9,Urghash,111,,
name_orc_v10,Gunaak,115,,
name_orc_v11,Holkurk,119,,
name_orc_v12,Zarbuuk,123,,
name_orc_v13,Naghish,127,,
name_orc_v14,Garesh,131,,
name_orc_v15,Quorduk,135,,
name_orc_v16,Rodagok,139,,
name_orc_v17,Zurghok,143,,
name_orc_v18,Shurgak,147,,
name_orc_v19,Obghar,151,,
name_orc_v20,Sidok,155,,
name_orc_v21,Vlogok,159,,
name_orc_v22,Romarosh,163,,
name_orc_v23,Karguuk,167,,
name_orc_v24,Yalakgh,171,,
name_orc_v25,Burshidok,175,,
name_orc_v26,Lamguuk,179,,
name_orc_v27,Orgush,183,,
name_orc_v28,Oggha,187,,
name_orc_v29,Verthuk,191,,
name_orc_v30,Togukh,195,,
name_orc_v31,Xomash,199,,
name_orc_v32,Kurmbaak,203,,
name_orc_v33,Xoknash,207,,
name_orc_v34,Malak,211,,
name_orc_v35,Mokgarug,215,,
name_orc_v36,Okurk,219,,
name_orc_v37,Moraak,223,,
name_orc_v38,Trunkgash,227,,
name_orc_v39,Cascadash,231,,
name_orc_v40,Muskak,235,,
name_orc_v41,Ogunak,238,,
name_orc_v42,Rihanak,241,,
name_orc_v43,Zartok,244,,
name_orc_v44,Lafrash,247,,
name_orc_v45,Molynosh,250,,
name_orc_v46,Marumm,253,,
name_orc_v47,Ultarosh,256,,
name_orc_v48,Orlandok,259,,
name_orc_v49,Mogdor,262,,
name_orc_v50,Mogtar,265,,
name_orc_v51,Gotschak,268,,
name_orc_v52,Dicaprok,270,,
name_orc_v53,Asturogg,272,,
name_orc_v54,Thulak,273,,
name_orc_v55,Ronathus,274,,
name_orc_v56,Lumurrosh,275,,
name_orc_v57,Zaruk,276,,
name_pitfiend_v1,Baphomet,3658,,
name_pitfiend_v2,Demogorgon,6899,,
name_pitfiend_v3,Orcus,6900,,
name_pitfiend_v4,Crowley,8402,,
name_priestess_turned_v1,Auraya,6911,,
name_priestess_turned_v2,Melisandre,6918,,
name_priestess_turned_v3,Jeanne,6925,,
name_priestess_turned_v4,Tenar,6932,,
name_priestess_turned_v5,Alhandra,6939,,
name_priestess_turned_v6,Aribeth,6946,,
name_priestess_turned_v7,Branwen,6953,,
name_priestess_turned_v8,Viconia deVir,6960,,
name_priestess_turned_v9,Qilué,6967,,
name_priestess_turned_v10,Syluné,6974,,
name_priestess_turned_v11,Aerie,6981,,
name_priestess_turned_v12,Alysae,6988,,
name_priestess_turned_v13,Brianna,6995,,
name_priestess_turned_v14,Catharyn,7002,,
name_priestess_turned_v15,Halira,7009,,
name_priestess_turned_v16,Xullrae,7016,,
name_priestess_turned_v17,Malice,7023,,
name_priestess_turned_v18,Briza,7030,,
name_priestess_turned_v19,Vierna,7037,,
name_priestess_turned_v20,Eilistraee,7044,,
name_ranger_turned_v1,Mylaste Raincrest,6912,,
name_ranger_turned_v2,Wayssea Treebreeze,6919,,
name_ranger_turned_v3,Lylasia Treewhisper,6926,,
name_ranger_turned_v4,Melheeana Stormstrike,6933,,
name_ranger_turned_v5,Alrea Rainstriker,6940,,
name_ranger_turned_v6,Allnwen Wildcloud,6947,,
name_ranger_turned_v7,Feria Stonewatcher,6954,,
name_ranger_turned_v8,Shaeanna Forestspirit,6961,,
name_ranger_turned_v9,Faleath Windbloom,6968,,
name_ranger_turned_v10,Keaellas Lightfeather,6975,,
name_ranger_turned_v11,Iyaeleas Sageshadow,6982,,
name_ranger_turned_v12,Keraei Lightheart,6989,,
name_ranger_turned_v13,E'yurea Blueblade,6996,,
name_ranger_turned_v14,Yanaadya Rainbranch,7003,,
name_ranger_turned_v15,Cymealias Starsky,7010,,
name_ranger_turned_v16,Alyheeallaes Duskbloom,7017,,
name_ranger_turned_v17,Cyealas Treethorn,7024,,
name_ranger_turned_v18,Galaora Lunabranch,7031,,
name_ranger_turned_v19,Lillallaes Blueblade,7038,,
name_ranger_turned_v20,Kanaeleas Rainfeather,7045,,
name_sentinel_turned_v1,Nuraromli Supershield,6906,,
name_sentinel_turned_v2,Bonmet Blunttank,6913,,
name_sentinel_turned_v3,Khouthamli Bonecoat,6920,,
name_sentinel_turned_v4,Thavruik Bonebraids,6927,,
name_sentinel_turned_v5,Broukreth Meatshield,6934,,
name_sentinel_turned_v6,Grolget Ironthing,6941,,
name_sentinel_turned_v7,Humrul Steelbones,6948,,
name_sentinel_turned_v8,Okdral Wallofsteel,6955,,
name_sentinel_turned_v9,Skozzum Armorthing,6962,,
name_sentinel_turned_v10,Braferlug Strongchest,6969,,
name_sentinel_turned_v11,Dedrid Grogdrinker,6976,,
name_sentinel_turned_v12,Grargrouc Fullmetalhelmet,6983,,
name_sentinel_turned_v13,Badul Hitmeifyoudare,6990,,
name_sentinel_turned_v14,Loggulim Broadshield,6997,,
name_sentinel_turned_v15,Bordrumir Bloodrock,7004,,
name_sentinel_turned_v16,Thedrout Manyhits,7011,,
name_sentinel_turned_v17,Gindok Heavyarmour,7018,,
name_sentinel_turned_v18,Thisgrar Steelhide,7025,,
name_sentinel_turned_v19,Strorfin Mithrilshield,7032,,
name_sentinel_turned_v20,Bragrot Battlemech,7039,,
name_snot_v1,Snuck,287,,
name_snot_v2,Snurz,288,,
name_snot_v3,Snuzzle,289,,
name_snot_v4,Snuffel,290,,
name_snot_v5,Snarck,291,,
name_snot_v6,Snuff,292,,
name_snot_v7,Snoffer,293,,
name_snot_v8,Snodd,294,,
name_snot_v9,Snoddel,295,,
name_snot_v10,Sniffel,296,,
name_snot_v11,Snuffle,297,,
name_snot_v12,Snif,298,,
name_snot_v13,Snorry,299,,
name_snot_v14,Snorrer,300,,
name_snot_v15,Snops,301,,
name_snot_v16,Snopsi,302,,
name_snot_v17,Snups,303,,
name_snot_v18,Snupsy,304,,
name_snot_v19,Sneffel,305,,
name_snot_v20,Snorzy,306,,
name_snot_v21,Snotlageddon,8399,,
name_succubus_v1,Joanna,829,,
name_succubus_v2,Wendy,833,,
name_succubus_v3,Ingrid,837,,
name_succubus_v4,Freya,841,,
name_succubus_v5,Maude,845,,
name_succubus_v6,Salem,849,,
name_succubus_v7,Gundel,853,,
name_succubus_v8,Maleficient,857,,
name_succubus_v9,Alexandra,861,,
name_succubus_v10,Jane,865,,
name_succubus_v11,Sukie,869,,
name_succubus_v12,Glinda,873,,
name_succubus_v13,Lezah,877,,
name_succubus_v14,Ursula,881,,
name_succubus_v15,Sabrina,885,,
name_succubus_v16,Willow,889,,
name_succubus_v17,Hermine,892,,
name_succubus_v18,Minerva,896,,
name_succubus_v19,Calypso,900,,
name_succubus_v20,Tiadalma,904,,
name_succubus_v21,Bellatrix,907,,
name_succubus_v22,Melisandre,911,,
name_succubus_v23,Ravenna,915,,
name_succubus_v24,Zelena,919,,
name_succubus_v25,Phoebe,923,,
name_succubus_v26,Piper,927,,
name_succubus_v27,Prudence,931,,
name_succubus_v28,Paige,935,,
name_succubus_v29,Marnie,939,,
name_succubus_v30,Zaafira,941,,
name_succubus_v31,Sallymalik,943,,
name_succubus_v32,Gemasutra,8406,,
name_unknown,A creature,2338,,
name_vampire_v1,Duckula,2982,,
name_vampire_v2,Vlaad,2987,,
name_vampire_v3,Count Count,2992,,
name_vampire_v4,Bonrabas,2997,,
name_vampire_v5,Ed Ward,3002,,
name_vampire_v6,Bitey Biter,3007,,
name_vampire_v7,Burnsun,3012,,
name_vampire_v8,Gabiter,3017,,
name_vampire_v9,Gostly,3022,,
name_vampire_v10,Chainzard,3027,,
name_vampire_v11,Destructo Eed,3032,,
name_vampire_v12,Shadowkaly,3037,,
name_vampire_v13,Garchaws,3042,,
name_vampire_v14,Haunted,3047,,
name_vampire_v15,Infernale,3052,,
name_vampire_v16,Glaceone,3057,,
name_vampire_v17,Growlite,3062,,
name_vampire_v18,Hounddoom,3067,,
name_vampire_v19,Kadavra,3072,,
name_vampire_v20,Megagross,3077,,
name_vampire_v21,Maw,3082,,
name_vampire_v22,Mew,3087,,
name_vampire_v23,Mawtwo,3092,,
name_vampire_v24,Bonekachu,3097,,
name_vampire_v25,Pikajaws,3102,,
name_vampire_v26,Bolteon,3107,,
name_vampire_v27,Kyllogre,3112,,
name_vampire_v28,Gyrodos,3117,,
name_vampire_v29,Meganibite,3122,,
name_vampire_v30,Maxorus,3127,,
name_vampire_v31,Sceptoll,3132,,
name_vampire_v32,Mawchamp,3135,,
name_vampire_v33,Skelix,3138,,
name_vampire_v34,Squidle,3141,,
name_vampire_v35,Snotlax,3144,,
name_vampire_v36,Deadonite,3146,,
name_vampire_v37,Deadoxys,3148,,
name_vampire_v38,Deadonair,3150,,
name_vampire_v39,Dreadonair,3152,,
name_vampire_v40,Torturra,3154,,
not_enough_evilness,You do not have enough evilness!,307,,
not_enough_gold,Not enough Gold,60,,
not_enough_magic_toolboxes,Not enough Magic Toolboxes.,3448,,
not_enough_mana,Not enough Mana,61,,
not_enough_toolboxes,Not enough Toolboxes,59,,
not_enough_tutorialprogress,Currently not available.,8133,,
object_EvilHubAdmiralCamp_bad,Chest of Terror,10824,,
object_EvilHubAdmiralCamp_bad_function,"This chest doesn't get plundered, it plunders Heroes instead!",10825,,
object_EvilHubAdmiralCamp_good,Overproud's Camp,10826,,
object_EvilHubAdmiralCamp_good_function,One of the Admiral's camps,10827,,
object_EvilHubArcaneLibrary_bad,Dimensional Portal,9743,,
object_EvilHubArcaneLibrary_bad_function,Leads to farr-off worlds.,9744,,
object_EvilHubArcaneLibrary_good,Library of Knowledge,9741,,
object_EvilHubArcaneLibrary_good_function,"Originals only, of course, copies are frowned upon…",9742,,
object_EvilHubCathedral_bad,Home of the Necromancers,7957,,
object_EvilHubCathedral_bad_function,Definitely looks pretty creepy.,7958,,
object_EvilHubCathedral_good,Great Cathedral,7965,,
object_EvilHubCathedral_good_function,A stronghold of Good.,7966,,
object_EvilHubCliffFountain_bad,Carnivorous plants,7951,,
object_EvilHubCliffFountain_bad_function,One shouldn’t get too close when they’re hungry.,7952,,
object_EvilHubCliffFountain_good,Fountain of Life,7967,,
object_EvilHubCliffFountain_good_function,Holy water is bottled here.,7968,,
object_EvilHubCliffMonument_bad,Mount Snotmore,7961,,
object_EvilHubCliffMonument_bad_function,In honor of your tireless workforce.,7962,,
object_EvilHubCliffMonument_good,Heroes’ Monument,7949,,
object_EvilHubCliffMonument_good_function,Heroes are so narcissistic!,7950,,
object_EvilHubCrystalBiotope_bad,Dracolich,10828,,
object_EvilHubCrystalBiotope_bad_function,Evil dead dragon. Eerily beautiful,10830,,
object_EvilHubCrystalBiotope_good,Crystal Biotope,10829,,
object_EvilHubCrystalBiotope_good_function,Shines beautifully. Probably due to radioactivity,10831,,
object_EvilHubDwarvenkingdom_bad,Dragon’s Lair,8275,,
object_EvilHubDwarvenkingdom_bad_function,Dragons love to use former dwarf cities as lairs!,8276,,
object_EvilHubDwarvenkingdom_good,City of Dwarfs,8273,,
object_EvilHubDwarvenkingdom_good_function,"Even from a distance, you can still hear the “Hi ho, hi ho!”…",8274,,
object_EvilHubFairytaleCastle_bad,Castle of Dread,8279,,
object_EvilHubFairytaleCastle_bad_function,A retreat for crazed villains.,8280,,
object_EvilHubFairytaleCastle_good,Fairytale Castle,8277,,
object_EvilHubFairytaleCastle_good_function,"Crazy kings, sleeping princesses and the like live here.",8278,,
object_EvilHubGardenoftheGodess_bad,Epic Thalya Statue,10832,,
object_EvilHubGardenoftheGodess_bad_function,"Yes, she is pretty vain",10833,,
object_EvilHubGardenoftheGodess_good,Garden of the Goddess,10834,,
object_EvilHubGardenoftheGodess_good_function,"Quiet, peaceful, well-kept",10835,,
object_EvilHubGingerbreadHouse_bad,Witch's Hut,9720,,
object_EvilHubGingerbreadHouse_bad_function,"Curses half off, today only!",9721,,
object_EvilHubGingerbreadHouse_good,Gingerbread House,9718,,
object_EvilHubGingerbreadHouse_good_function,Just looking at it gives you diabetes,9719,,
object_EvilHubGryphonNest_bad,Spider Nest,9755,,
object_EvilHubGryphonNest_bad_function,"Nasty Giant Spiders. With slime, too. Yecch!",9756,,
object_EvilHubGryphonNest_good,Gryphon’s roost,9753,,
object_EvilHubGryphonNest_good_function,Waiting for his master.,9754,,
object_EvilHubHalflingVillage_bad,Haunted Village,7963,,
object_EvilHubHalflingVillage_bad_function,You have driven all Good from here!,7964,,
object_EvilHubHalflingVillage_good,Halfling Village,7959,,
object_EvilHubHalflingVillage_good_function,The inhabitants are repulsively Good!,7960,,
object_EvilHubMagCarriage_bad,Death Pumpkin,9724,,
object_EvilHubMagCarriage_bad_function,Makes a soup out of YOU,9725,,
object_EvilHubMagCarriage_good,Magic Carriage,9722,,
object_EvilHubMagCarriage_good_function,Often used by Princess wannabes,9723,,
object_EvilHubPetDungeon_bad,Evilness accelerator,9776,,
object_EvilHubPetDungeon_bad_function,Generates Evilness at a dizzying speed.,9777,,
object_EvilHubPetDungeon_good,Isle of Good,9774,,
object_EvilHubPetDungeon_good_function,Just waiting to be conquered.,9775,,
object_EvilHubPixieVillage_bad,Withered plant,8267,,
object_EvilHubPixieVillage_bad_function,Ate all of the fairies that used to live here.,8268,,
object_EvilHubPixieVillage_good,Pixie Village,8265,,
object_EvilHubPixieVillage_good_function,Sweet little fairies live here. DISGUSTING!,8266,,
object_EvilHubRoyalShip_bad,The Flying Belgian,9735,,
object_EvilHubRoyalShip_bad_function,Scary Ghost Ship,9736,,
object_EvilHubRoyalShip_good,Pride of the fleet,9733,,
object_EvilHubRoyalShip_good_function,A heroic ship. Gross!,9734,,
object_EvilHubSeasideTown_bad,Terror of the Ocean,9751,,
object_EvilHubSeasideTown_bad_function,Backdrop for the 18+ version of that sponge guy.,9752,,
object_EvilHubSeasideTown_good,Trading Post,9749,,
object_EvilHubSeasideTown_good_function,Where business happens.,9750,,
object_EvilHubStoneCircle_bad,The Great Old One,7953,,
object_EvilHubStoneCircle_bad_function,One of the Absolute Evil’s bridge partners.,7954,,
object_EvilHubStoneCircle_good,Stone Circle of Good,7969,,
object_EvilHubStoneCircle_good_function,Druids conduct revoltingly Good meetings here.,7970,,
object_EvilHubTangledTower_bad,The Mushroom From Hell,9728,,
object_EvilHubTangledTower_bad_function,Don’t get too close…,9729,,
object_EvilHubTangledTower_good,Tower of the Long Flowing Locks,9726,,
object_EvilHubTangledTower_good_function,Hopefully you brought shampoo,9727,,
object_EvilHubTempleOfGoddess_bad,Temple of Lust,9747,,
object_EvilHubTempleOfGoddess_bad_function,Even priests prefer this one.,9748,,
object_EvilHubTempleOfGoddess_good,Temple of the Goddess,9745,,
object_EvilHubTempleOfGoddess_good_function,Letters of indulgence only sold after 2 pm!,9746,,
object_EvilHubTreasureIsland_bad,Skull Island,9739,,
object_EvilHubTreasureIsland_bad_function,"Look behind you, a four headed monkey! Oh, I counted wrong!",9740,,
object_EvilHubTreasureIsland_good,Treasure Island,9737,,
object_EvilHubTreasureIsland_good_function,Sagas of good Heroes revolve around these treasures!,9738,,
object_EvilHubTreeOfLife_bad,Tree of Terror,7955,,
object_EvilHubTreeOfLife_bad_function,Loves to eat baby squirrels.,7956,,
object_EvilHubTreeOfLife_good,Tree of Life,7971,,
object_EvilHubTreeOfLife_good_function,Where nature springs from.,7972,,
object_EvilHubUnicornGlade_bad,Hot Slime Springs,8271,,
object_EvilHubUnicornGlade_bad_function,Retreat for stressed Little Snots.,8272,,
object_EvilHubUnicornGlade_good,Unicorns’ Retreat,8269,,
object_EvilHubUnicornGlade_good_function,They say Unicorn tastes like chicken!,8270,,
object_Water_Tower_Destroyable,Water tower,7874,,
object_Water_Tower_Destroyable_function,Hit it to make it collapse.,7875,,
object_caravan_artefact,Artifact Transport,10747,,
